country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Jordan,JOR,12/03/2021,,,,,3008,,,,295,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://en.royanews.tv/news/26484/2021-03-24
Jordan,JOR,13/03/2021,,,,,3008,,,,295,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://en.royanews.tv/news/26484/2021-03-24
Jordan,JOR,14/03/2021,,,,,3008,,,,295,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://en.royanews.tv/news/26484/2021-03-24
Jordan,JOR,15/03/2021,204151,155772,48379,,3008,2,1.53,0.47,295,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://en.royanews.tv/news/26484/2021-03-24
Jordan,JOR,16/03/2021,,,,,5273,,,,517,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://en.royanews.tv/news/26484/2021-03-24
Jordan,JOR,17/03/2021,241868,189456,52412,,7537,2.37,1.86,0.51,739,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://en.royanews.tv/news/26484/2021-03-24
Jordan,JOR,18/03/2021,,,,,8207,,,,804,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://en.royanews.tv/news/26484/2021-03-24
Jordan,JOR,19/03/2021,,,,,8876,,,,870,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://en.royanews.tv/news/26484/2021-03-24
Jordan,JOR,20/03/2021,,,,,9546,,,,936,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://en.royanews.tv/news/26484/2021-03-24
Jordan,JOR,21/03/2021,272648,209278,63370,,10215,2.67,2.05,0.62,1001,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://en.royanews.tv/news/26484/2021-03-24
Jordan,JOR,22/03/2021,,,,,12047,,,,1181,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://en.royanews.tv/news/26484/2021-03-24
Jordan,JOR,23/03/2021,,,,,11614,,,,1138,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://en.royanews.tv/news/26484/2021-03-24
Jordan,JOR,24/03/2021,320140,251197,68943,,11182,3.14,2.46,0.68,1096,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://en.royanews.tv/news/26484/2021-03-24
Kazakhstan,KAZ,31/01/2021,0,0,,,,0,0,,,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,1/02/2021,,,,,1273,,,,68,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,2/02/2021,,,,,1273,,,,68,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,3/02/2021,,,,,1273,,,,68,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,4/02/2021,,,,,1273,,,,68,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,5/02/2021,,,,,1273,,,,68,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,6/02/2021,,,,,1273,,,,68,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,7/02/2021,,,,,1273,,,,68,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,8/02/2021,,,,,1273,,,,68,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,9/02/2021,,,,,1273,,,,68,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,10/02/2021,,,,,1273,,,,68,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,11/02/2021,14000,14000,,,1273,0.07,0.07,,68,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,12/02/2021,,,,,1182,,,,63,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,13/02/2021,,,,,1091,,,,58,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,14/02/2021,,,,,1001,,,,53,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,15/02/2021,,,,,910,,,,48,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,16/02/2021,,,,,819,,,,44,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,17/02/2021,,,,,729,,,,39,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,18/02/2021,,,,,638,,,,34,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,19/02/2021,,,,,638,,,,34,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,20/02/2021,,,,,638,,,,34,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,21/02/2021,,,,,638,,,,34,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,22/02/2021,,,,,638,,,,34,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,23/02/2021,,,,,638,,,,34,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,24/02/2021,22294,20157,2137,,638,0.12,0.11,0.01,34,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,25/02/2021,,,,,1040,,,,55,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,26/02/2021,,,,,1442,,,,77,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,27/02/2021,,,,,1844,,,,98,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,28/02/2021,,,,,2247,,,,120,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,1/03/2021,,,,,2649,,,,141,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,2/03/2021,,,,,3051,,,,162,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,3/03/2021,,,,,3453,,,,184,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,4/03/2021,,,,,3453,,,,184,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,5/03/2021,,,,,3453,,,,184,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,6/03/2021,,,,,3453,,,,184,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,7/03/2021,,,,,3453,,,,184,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,8/03/2021,,,,,3453,,,,184,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,9/03/2021,,,,,3453,,,,184,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,10/03/2021,,,,,3453,,,,184,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,11/03/2021,,,,,3453,,,,184,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,12/03/2021,,,,,3453,,,,184,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,13/03/2021,,,,,3453,,,,184,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,14/03/2021,,,,,3453,,,,184,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,15/03/2021,87902,69095,18807,,3453,0.47,0.37,0.1,184,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,16/03/2021,,,,,4012,,,,214,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,17/03/2021,,,,,4571,,,,243,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kazakhstan,KAZ,18/03/2021,109995,90748,19247,,5129,0.59,0.48,0.1,273,Sputnik V,Government of Kazakhstan,https://menafn.com/1101775696/Over-19-thou-received-two-COVID-19-vaccine-doses-in-Kazakhstan
Kenya,KEN,4/03/2021,0,0,,,,0,0,,,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/MOH_Kenya/status/1374739312651161603
Kenya,KEN,5/03/2021,,,,,667,,,,12,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/MOH_Kenya/status/1374739312651161603
Kenya,KEN,6/03/2021,,,,,667,,,,12,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/MOH_Kenya/status/1374739312651161603
Kenya,KEN,7/03/2021,,,,,667,,,,12,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/MOH_Kenya/status/1374739312651161603
Kenya,KEN,8/03/2021,,,,,667,,,,12,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/MOH_Kenya/status/1374739312651161603
Kenya,KEN,9/03/2021,,,,,667,,,,12,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/MOH_Kenya/status/1374739312651161603
Kenya,KEN,10/03/2021,4000,4000,,,667,0.01,0.01,,12,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/MOH_Kenya/status/1374739312651161603
Kenya,KEN,11/03/2021,,,,,755,,,,14,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/MOH_Kenya/status/1374739312651161603
Kenya,KEN,12/03/2021,,,,,844,,,,16,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/MOH_Kenya/status/1374739312651161603
Kenya,KEN,13/03/2021,,,,,932,,,,17,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/MOH_Kenya/status/1374739312651161603
Kenya,KEN,14/03/2021,9144,9144,,,1021,0.02,0.02,,19,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/MOH_Kenya/status/1374739312651161603
Kenya,KEN,15/03/2021,,,,,1442,,,,27,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/MOH_Kenya/status/1374739312651161603
Kenya,KEN,16/03/2021,,,,,1864,,,,35,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/MOH_Kenya/status/1374739312651161603
Kenya,KEN,17/03/2021,20000,20000,,,2286,0.04,0.04,,43,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/MOH_Kenya/status/1374739312651161603
Kenya,KEN,18/03/2021,,,,,3002,,,,56,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/MOH_Kenya/status/1374739312651161603
Kenya,KEN,19/03/2021,,,,,3718,,,,69,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/MOH_Kenya/status/1374739312651161603
Kenya,KEN,20/03/2021,,,,,4435,,,,82,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/MOH_Kenya/status/1374739312651161603
Kenya,KEN,21/03/2021,,,,,5151,,,,96,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/MOH_Kenya/status/1374739312651161603
Kenya,KEN,22/03/2021,,,,,5534,,,,103,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/MOH_Kenya/status/1374739312651161603
Kenya,KEN,23/03/2021,,,,,5917,,,,110,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/MOH_Kenya/status/1374739312651161603
Kenya,KEN,24/03/2021,64100,64100,,,6300,0.12,0.12,,117,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/MOH_Kenya/status/1374739312651161603
Kuwait,KWT,28/12/2020,2500,,,,,0.06,,,,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,29/12/2020,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,30/12/2020,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,31/12/2020,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,1/01/2021,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,2/01/2021,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,3/01/2021,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,4/01/2021,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,5/01/2021,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,6/01/2021,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,7/01/2021,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,8/01/2021,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,9/01/2021,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,10/01/2021,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,11/01/2021,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,12/01/2021,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,13/01/2021,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,14/01/2021,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,15/01/2021,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,16/01/2021,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,17/01/2021,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,18/01/2021,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,19/01/2021,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,20/01/2021,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,21/01/2021,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,22/01/2021,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,23/01/2021,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,24/01/2021,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,25/01/2021,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,26/01/2021,35000,,,,1121,0.82,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,27/01/2021,,,,,1961,,,,459,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,28/01/2021,,,,,2800,,,,656,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,29/01/2021,,,,,3640,,,,852,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,30/01/2021,,,,,4480,,,,1049,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,31/01/2021,,,,,5320,,,,1246,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,1/02/2021,,,,,6160,,,,1442,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,2/02/2021,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,3/02/2021,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,4/02/2021,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,5/02/2021,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,6/02/2021,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,7/02/2021,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,8/02/2021,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,9/02/2021,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,10/02/2021,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,11/02/2021,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,12/02/2021,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,13/02/2021,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,14/02/2021,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,15/02/2021,175000,137000,38000,,7000,4.1,3.21,0.89,1639,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,16/02/2021,,,,,7259,,,,1700,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,17/02/2021,,,,,7517,,,,1760,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,18/02/2021,,,,,7776,,,,1821,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,19/02/2021,,,,,8034,,,,1881,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,20/02/2021,,,,,8293,,,,1942,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,21/02/2021,,,,,8551,,,,2002,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,22/02/2021,,,,,8810,,,,2063,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,23/02/2021,,,,,8810,,,,2063,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,24/02/2021,,,,,8810,,,,2063,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,25/02/2021,,,,,8810,,,,2063,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,26/02/2021,,,,,8810,,,,2063,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,27/02/2021,,,,,8810,,,,2063,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,28/02/2021,,,,,8810,,,,2063,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,1/03/2021,,,,,8810,,,,2063,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,2/03/2021,,,,,8810,,,,2063,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,3/03/2021,,,,,8810,,,,2063,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,4/03/2021,,,,,8810,,,,2063,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,5/03/2021,,,,,8810,,,,2063,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,6/03/2021,,,,,8810,,,,2063,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,7/03/2021,,,,,8810,,,,2063,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,8/03/2021,360000,322000,38000,,8810,8.43,7.54,0.89,2063,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Kuwait,KWT,22/03/2021,,500000,,,7551,,11.71,,1768,Pfizer/BioNTech,Ministry of Health,https://twitter.com/Almajlliss/status/1374039548192247808
Laos,LAO,17/03/2021,40732,40732,,,,0.56,0.56,,,"Sinopharm/Beijing, Sputnik V",Government of Laos,http://www.xinhuanet.com/english/asiapacific/2021-03/17/c_139816710.htm
Latvia,LVA,28/12/2020,,595,,,,,0.03,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,29/12/2020,,1468,,,,,0.08,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,30/12/2020,,2259,,,,,0.12,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,4/01/2021,,2958,,,,,0.16,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,5/01/2021,,3847,,,,,0.2,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,6/01/2021,,4623,,,,,0.25,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,7/01/2021,,5432,,,,,0.29,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,8/01/2021,,6338,,,,,0.34,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
